Main Artist,Genres,Followers,Random Song,Lyrics
becky g,reggae,14374317,Sin Pijama,"Sin PijamaNo-noUoh-ohUoh-ohSi tú me llama'No' vamo' pa' tu casaNo' quedamo' en la camaSin pijama, sin pijamaSi tú me llamasNo' vamo' pa' tu casaNo' quedamo' en la camaSin pijama, sin pijama Si tú me llama'MayoresWoah-oh, oh-oh-ohOh, oh, oh, woahWoah-oh, oh, oh"
wisin & yandel,reggae,14098546,Me Estas Tentando,URL not found
myke towers,reggae,13527025,El Cielo,"Yo la llevo al cieloElla se suelta el pelo, se muerde los labios, así rompe el hieloAsí rompe el hieloTú sigue tocándote, que voy por los condonesEso se le iba a explotar y yo se lo detonéYo la llevo al cieloCuando le doy los kisses, le quito las Yeezy y la jalo del peloAsí rompemo' el hieloSiempre que le bajo es con los hielo' en la boca pa' que sienta el fríoQuiere desquitarse conmigo lo que ha sufridoMami, yo siempre desconfíoLlegué con la máscara como Sub-ZeroReady pa'l combate encima del mattre'Déjate llevar, quiero al cielo elevarteEso allá abajo se moja al hablarteDudo que llegue a MarteLa bellaquera en ascensoTabaco botando el humo densoPa' chingar yo la convenzoDespués de un perreo intensoElla me vio con Sky  y con FeidY desde entonce' con su parcera le caeCodeína con la Sprite"
sech,reggae,12113101,LA RANGER (feat. Myke Towers),"Uh, no¡Wuh!Young Kingz, babyUna vez más yoJaja, El Black PantherAy, Justin Quiles, mami'Tá con un Avenger en la RangerMa, tú no ere' angel, tú eres dangerPásenmen el lighter pa' prenderQue esta noche es loca y nadie es fiel 'Tás con un Avenger en la RangerMa, tú no ere' angel, tú eres dangerPásenmen el lighter pa' prenderQue esta noche es loca y nadie es fielFin de semana de sateoEsto no es NBA, no me gardee', no Que estoy puesto pa'l partyseoAlcen la mano to' los que se sienten como yo"
lary over,reggae,10468095,Diabla (Official Remix),"]Welcome to the remixBad Bunny, babyYeh-yeh, ¡Farru'! No es que sea bellaca, es que está poseídaAmante a mi bicho y a cosas prohibida'Yo te hice venir, eso no se te olvidaEl pacto de nosotro' es de por vida, yehLa más dura de la urba, y a mi nombre es que ella se masturbaElla es una pitcher, pero yo se la sacó 'el parque aunque tire curva'Por el día la uni, por la noche no hay weekend que no jangueeSoltera, sin que ningún cabrón le peleeElla no cree en amar, así vive la vida y no piensa cambiarTú eres mi diabla, tú me haces pecarPrende el OG Kush, que me quiero marearElla me pregunta que si soy cantanteLe digo que no, que somos traficante'Y ella es una diabla, -bla, -bla, -blaSe transforma en la cama, -ma, -ma, -maSe le viran los ojos pa' atrá'Quiere que yo le dé más, ella no quiere pararY ella es una diabla, -bla, -bla, -blaSe transforma en la cama, -ma, -ma, -ma Se le viran los ojos pa' atra' Quiere que yo le dé más, ella no quiere parar"
bryant myers,reggae,10208395,Triste,""" ft. Bad Bunny & Anuel AA]La letra completa no está disponible por el momentoReal hasta la muerte, ¿oi'te, bebé?Mera, dime, Bryant, los Illuminati'; ¡jajaja!Donde hubo fuego, cenizas hay Baby, tú me tienes triste y no ha-a-ay Una manera para olvida-a-ar tu totitoTriste Mami, me siento triste Me muerdo siempre que pienso que tú chingas con otro Ya no hay remedio para arreglar lo de nosotro', ya está rotoTal vez no te pienso, pero no te olvido Tal vez yo te extraño, pero no lo digo Y yo sé que no no cumplí nada de lo que juré Tal vez tus heridas nunca las curé—"
cnco,reggae,9906625,Reggaetón Lento (Bailemos),"""]Boy, I can see the way you dance and move that bodyI know it's crazy, but I feel like you could beThe one that I've been chasin' in my dreamsBoy, I can see you lookin' at me like you want itOh, usually I'm like, ""Whatever,"" but tonightThe way you moving got me where I mightIt started when I looked in her eyesI got close and I'm like, ""Bailemos, eh""La noche está para un reggaetón lento De esos que no se bailan hace tiempo Yo sólo la miré y me gustóMe pegué y la invité: ""Bailemos, eh""Tonight we're dancing un reggaetón lentoJust get a little closer, baby, let goExcuse me, baby boy, just had to dance with you nowSee, there's nobody in here that comes close to you, noYour hands are on my waist, my lips you wanna tasteCome,muévete, muévete, muéveteOur bodies on fire, we full of desireIf you feel what I feel, throw your hands up higherAnd to all the ladies all around the worldGo ahead andmuévete, muévete, muévete"
piso 21,reggae,9315006,Me Llamas (feat. Maluma) - Remix,"""]Súbete, súbete, súbeteRemixDime si algún día sentiré tu cuerpo otra vezAlgo me dice que quieres volverme a verHey, oye babyDesde esa noche no paro de pensar en tiTú bien sabes que yo soy tu hombre porque él no te hace sentirÉl nunca supo amarte como yo lo séÉl no conoce cada espacio de tu pielSé que no soy perfecto pero te diréÉl no sabe cómo tratar a una mujerCuando tú quieras me llamas, tú me llamasSoy el que te dio amor y el que te lo da hoyCuando tú quieras me llamas, tú me llamasSoy el que te dio amor y el que te lo da hoySoy el que te robó un beso en una noche lloviendoMojados terminamos haciendo el amorMi piel extraña tu cuerpo y mi boca tus besosDime, tú, si me extrañas como lo hago yo"
lunay,reggae,9187581,Aventura,"Woh-oh-oh , yehOzuna Hay algo en ti que me mata Tu piel me arrebata Tus ojos me dicen que algo puede sucederLa noche se presta pa' una aventuraTú y yo debajo 'e la luna Haciendo muchas locura' Pero no lo tomes a malLa noche se presta pa' una aventura Tú y yo debajo 'e la luna Haciéndolo sin censuraSolo si te dejas llevarBaby, hoy yo te recojo en el jet Prendo y no' arrebatamo' a la ve' Yo vo'a sacarte a perrear No me tiene' que amar "
jowell & randy,reggae,8757732,Safaera,"Bla, bla, bla, bla, bla, blaEy, yo, yo, yoYo, yo, yo, yo, yahLalalalalalalaLalalalalalalaDiablo, qué safaeraTú tiene' un culo cabrónCualquier cosa que te ponga' rompe la carreteraMuévelo, muévelo, muévelo, muéveloQué safaeraTiene' un culo cabrónCualquier cosa que te ponga' rompe la carretera Muévelo, muévelo, muévelo, muéveloQué falta de respeto, mami¿Cómo te atreve' a venir sin panty?Hoy saliste puesta pa' míYo que pensaba que venía a dormir, noVino ready ya, puesta pa' una cepillá'Me chupa la lollipop, solita se arrodilla, hey¿Cómo te atreve', mami, a venir sin panty?"
ñejo,reggae,8456433,NO ME LA MOLESTE,"BandidaCulote como es que haceBandidaCulote como es que haceSiempre enseña de más, pero no es lo que aparentaCuando ella y la nota se combinan, se calientan, ardienteY yo con poco ya estoy en la vueltaTengo en mente un par de cosasNo me la moleste', que ella está cogida yaAnda en un piquete, ella siemprе está embichá'Lo que pasa por su mеnte nadie se imagina, noLlena de pretendiente', pero ella no quiere na' Papo, déjamela quietaQue a ella lo que le gusta es andar solita con un pescaíto' betaPero cuando quiere que alguien se lo pongaSiempre me tira a mí pa' que se lo metaAnda con to' las amiga', toa' soltera', eso es obvioEscuchando el remix con Tego, ella no quiere novio,peroSiempre me tira de madrugá': ""Quiero leche"", y yo le llevé hasta unas OreoPa-Parece una santa, pero te equivoca'El primero siempre me lo saca con la bocaNo sé qué es lo que tiene que me descontrolaMe parezco a Lolo cuando quiere meterle a Lola"
"tito ""el bambino""",reggae,7738755,El Amor,URL not found
noriel,reggae,7600671,De las 2 (feat. Bad Bunny & Arcángel),"Letra de ""De Las 2"" ft. Arcángel & Bad BunnyUna es colombianaLa otra es de RDLas dos están ricas de cabeza a los piesA las dos les tengo ganasPero no se puedeHasta que no me decidaEl problema aquí es queMe enamoré de las dosQuiero estar con las dosUna me mata con la miradaLa otra con su vozMe enamoré de las dosQuiero estar con las dosUna me lo mama ricoLa otra lo mueve cabrónMe enamoré de las dosQuiero estar con las dosUna me mata con la miradaLa otra con su vozMe enamoré de las dosQuiero estar con las dosUna me lo mama ricoLa otra lo mueve cabrón"
yandel,reggae,7470549,Fecha,"Eh-eh-eh-eh-eh-eh-ehOh-ohLlegaron las chimbas ya La hookah prendía', trago en mano, quiere alcohol y algo másSe le ven las gana' y esas nalga' cuando entraron pa' acá Tienen mesa, todas pasan y no pagan Hoy quiero con esa y ahora es que esto empiezaMami, tú pone' la fecha'Traje pa' encender la mechaFuck, si tú estás despechá' Bebé, la suerte ya está еchá'Te traje esta bеllaquera pa' matarla a tu la'o Hoy mi cama está vacía y el VIP fuletea'o Yo pensando qué te haría si nos quedamo' encerrao' Mami, estaría hijeputa salir de aquí corona'o La champaña en la mesaLa baby es linda, ella no se estresaLa mami es flaquita y el culo le pesaImagino el cuerpo aceitadito en el ImprezaIrreverente sin autorida'A los novio', bebé, les tiene fobiaUn angelito y se vuelve demoniaNo es por na', pero aquí ya hay historiaSí, si no sale el sol no se va a entrarNo se va a quedar aquíElla sabe que la noche es pa' janguear, no es pa' sufrir"
greeicy,reggae,7343620,Los Besos,"Hah-ahHah-ahHah-ah-ahYo lo que siento Es que cuando estamos juntos está a favor el universo Todo es tan perfectoEsto no lleva poco tiempo, esto lleva ratoDisfruto tus besosQué placer es verte a diarioPresente en mi calendarioY es que me gusta tu cuerpo cuando con gana' la boca me mirasY es que me encantan los besos con que me levantas todos los díasY es que soy fan de tu cuerpo cuando con gana' la boca me mirasY es que me encantan los besos con que me levantas todos los días Y es que solo me fijé en ti, desde que te viQuiero viajar contigo hasta ParísEs que no existe pasaporte para quererteY esos besos que me das yo quiero devolverteIr paseando juntos por la ciudad, todo tan natural Qué fácil tú me sube' la temperatura, mi amorSi estoy contigo todo sale mejor "
de la ghetto,reggae,7320570,ULTRA SOLO REMIX,"Hoy es uno de eso' día' que me siento sola en casaTriste porque estar pendiente a ti me hace mal Subiré un par de historia' como si nada me pasaSuper triste verte con otra en Instagram Este es uno de eso' día' que no todo sale bienPero prefiero sentirme así que volver Y aquí estoy, ultra soloPensando en que me cambiaste por otroPensando en cómo lo perdimos todoPensando en cómo lo perdimos todoY aquí estoy, ultra soloPensando en que me cambiaste por otroPensando en cómo lo perdimos todoPensando en cómo lo perdimos todoPrendí un bareto y leí tu conversaciónLeyendo lo que me decía, todo se me paróNadie llena el vacío que dejas en mi habitaciónQué hueva yo que te volví a dedicar otra canciónNo-No sé si llamará o si responderáSolo sé que tengo gana' 'e culearme—Algún día yo sé que tú me extrañarásSi vas a llamar sin ropita por cámaraPa' verte to'aBebé, los perros también se enamoranSi tú nunca te saliste de mi coraEs que tú baila' de una forma que provoca tenerte y tocarte"
jhayco,reggae,7129334,Corazón Roto - Remix,"""]Kapital MusicLo rico que tú me gemía'Ahora siempre que te llamo 'tás dormía'Ya ni me contesta', baby, yo to' el día, síPensando como los loco'Que si no e' tu cuerpo, másningunotocoLo de nosotros fue fuera de lo normal, tú dime si me equivocoY yo quisiera volver, pero es que hice tan poco No me conviene tampocoPrefiero morir con el corazón roto Pensando como los loco'Que si no e' tu cuerpo, más ninguno tocoLo de nosotro' fue fuera de lo normal, tú dime si me equivocoY yo quisiera volver, pero es que hice tan pocoNo me conviene tampocoPrefiero morir con el corazón rotoBaby, paga el entierro, queSi no e' el culo tuyo, no lo quiero¿Qué puñeta hago ahora los 14 de febrero?Me tiene' depresivo, CanserberoY la mente alcohólica, moña' exótica'Te hiciste un OnlyFans y 'tás eróticaDe noche con una migraña cronicTú me llama' y llego rápido a lo SonicChavo' en la fanny, pero el corazón emptyVeo tu foto y siempre te ves temptingSí, te hiciste el cuerpo y ahora te ves racing¿Tú aprendiste inglés? Pues, bebé, te ves amazing¿Cuándo me va' a contestar?Baby, si me cogen preso algún día, aunque sea mándame una postalContéstame los voice' Te dedico una canción de Prince RoyceChequea el celularTú a mí no me quieres, ese e' el punto finalYo puse par de tuits, pero no es pa' manipularY sé que una puñeta te tiene que importar"
mau y ricky,reggae,6869038,La Boca,"Cántenme Mau y RickySí, síAunque estaba buscandoYo sigo guardándote a ti el lugarY por más que lo intenteYo sé que ninguna te va a cambiarYo ya casi no duermoPor andar mirando mi celularPor si acaso a ti se te olvidabaQue no me querías llamarMi cuerpo te necesitaMi boca te necesita¿Por qué no vienes ahorita?Que me muero por besarte la boca, mamáHace tiempo que me sueño volverla a probarPorque bailas como nadie más sabe bailarTe pareces a la playa y las olas del mar"
brytiago,reggae,6798357,Asesina - Remix,"Pronto Letra de ""Asesina "" ft. Varias Artistas"
cazzu,reggae,6679543,After House,"After house After house After house After house Golosina para ella, golosina para míPor la calle voy sin sueño, creo que yo tengo el swingEn la malla tengo arena, chico, fresco vo'a morirVacaciones en tus piernas, dime mami, ¿no es así?Ella me sigue llamando, quiere subir el nivelPienso poco, bebo mucho, y aún así yo soy su reyMucha molly, mucho hielo, mucha hierba en el hotelEsa noche mis demonios salen todos a comerAfter house After house After house After house "
